contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
SPXW260212C06760000,2026-01-21 14:43:34+00:00,6760.0,156.8,208.6,214.6,0.0,0.0,,6.0,0.1883015740966797,True,REGULAR,USD,call,2026-02-12
SPXW260212C06770000,2026-01-29 17:08:27+00:00,6770.0,193.68,201.0,206.7,0.0,0.0,1.0,7.0,0.18733646533966064,True,REGULAR,USD,call,2026-02-12
SPXW260212C06775000,2026-01-28 14:40:40+00:00,6775.0,250.2,196.4,202.1,0.0,0.0,1.0,7.0,0.1852536614608764,True,REGULAR,USD,call,2026-02-12
SPXW260212C06780000,2026-01-22 14:51:54+00:00,6780.0,187.77,192.4,198.3,0.0,0.0,,1.0,0.18497900600433342,True,REGULAR,USD,call,2026-02-12
SPXW260212C06790000,2026-01-29 15:31:09+00:00,6790.0,173.04,182.9,188.8,0.0,0.0,2.0,4.0,0.17996272926330567,True,REGULAR,USD,call,2026-02-12
SPXW260212C06795000,2026-01-29 15:55:20+00:00,6795.0,149.13,179.9,185.7,0.0,0.0,,1.0,0.18109186836242672,True,REGULAR,USD,call,2026-02-12
SPXW260212C06800000,2026-01-30 16:15:12+00:00,6800.0,178.0,175.6,181.2,32.520004,22.353592,1.0,16.0,0.17904339641571043,True,REGULAR,USD,call,2026-02-12
SPXW260212C06810000,2026-01-29 15:58:07+00:00,6810.0,144.27,167.4,173.1,0.0,0.0,150.0,154.0,0.1767813035583496,True,REGULAR,USD,call,2026-02-12
SPXW260212C06815000,2026-01-29 15:58:07+00:00,6815.0,140.62,161.7,167.3,0.0,0.0,,150.0,0.17182224670410157,True,REGULAR,USD,call,2026-02-12
SPXW260212C06820000,2026-01-30 17:04:05+00:00,6820.0,150.48,159.6,165.2,4.8099976,3.3019824,2.0,25.0,0.17472901695251467,True,REGULAR,USD,call,2026-02-12
SPXW260212C06825000,2026-01-26 18:19:33+00:00,6825.0,179.13,154.7,160.0,0.0,0.0,1.0,19.0,0.17099065101623537,True,REGULAR,USD,call,2026-02-12
SPXW260212C06830000,2026-01-29 17:52:03+00:00,6830.0,144.63,151.9,156.9,0.0,0.0,40.0,31.0,0.17161244045257568,True,REGULAR,USD,call,2026-02-12
SPXW260212C06840000,2026-01-30 16:15:12+00:00,6840.0,145.53,143.4,149.0,8.5,6.2030215,1.0,14.0,0.16911383872985844,True,REGULAR,USD,call,2026-02-12
SPXW260212C06845000,2026-01-30 15:52:02+00:00,6845.0,151.66,142.0,142.6,12.4900055,8.974639,10.0,6.0,0.16280439254760742,True,REGULAR,USD,call,2026-02-12
SPXW260212C06850000,2026-01-30 17:04:05+00:00,6850.0,127.58,138.0,138.8,-31.720001,-19.912115,1.0,170.0,0.16175154663085936,True,REGULAR,USD,call,2026-02-12
SPXW260212C06855000,2026-01-29 14:36:59+00:00,6855.0,165.48,134.2,135.0,0.0,0.0,,2.0,0.16063385150909426,True,REGULAR,USD,call,2026-02-12
SPXW260212C06860000,2026-01-30 15:46:48+00:00,6860.0,144.76,129.8,130.6,17.059998,13.359434,1.0,5.0,0.15825731887817385,True,REGULAR,USD,call,2026-02-12
SPXW260212C06865000,2026-01-29 17:18:07+00:00,6865.0,124.0,127.0,127.8,0.0,0.0,,2.0,0.15898591876983648,True,REGULAR,USD,call,2026-02-12
SPXW260212C06870000,2026-01-30 15:52:02+00:00,6870.0,131.98,122.4,123.2,22.179993,20.200357,10.0,14.0,0.15609822181701663,True,REGULAR,USD,call,2026-02-12
SPXW260212C06875000,2026-01-30 17:36:02+00:00,6875.0,109.06,119.2,120.0,-13.040001,-10.679771,15.0,15.0,0.15588460090637207,True,REGULAR,USD,call,2026-02-12
SPXW260212C06880000,2026-01-30 15:46:48+00:00,6880.0,129.25,116.0,116.8,-24.880005,-16.14222,1.0,8.0,0.15558324283599856,True,REGULAR,USD,call,2026-02-12
SPXW260212C06885000,2026-01-29 16:44:32+00:00,6885.0,98.5,112.2,113.0,0.0,0.0,12.0,8.0,0.15405356452941896,True,REGULAR,USD,call,2026-02-12
SPXW260212C06890000,2026-01-30 08:05:25+00:00,6890.0,97.51,107.5,108.0,-15.389999,-13.631532,1.0,33.0,0.15016642688751225,True,REGULAR,USD,call,2026-02-12
SPXW260212C06895000,2026-01-29 16:17:18+00:00,6895.0,91.0,105.2,105.9,0.0,0.0,,2.0,0.15172662246704105,True,REGULAR,USD,call,2026-02-12
SPXW260212C06900000,2026-01-30 20:45:19+00:00,6900.0,100.25,101.4,102.0,-4.699997,-4.47832,10.0,48.0,0.14978877563476564,True,REGULAR,USD,call,2026-02-12
SPXW260212C06905000,2026-01-30 20:45:19+00:00,6905.0,96.8,97.8,98.4,-3.5,-3.4895313,10.0,7.0,0.14834301982879639,True,REGULAR,USD,call,2026-02-12
SPXW260212C06910000,2026-01-30 16:13:37+00:00,6910.0,94.5,93.8,94.4,-10.099998,-9.65583,1.0,76.0,0.14606948299407957,True,REGULAR,USD,call,2026-02-12
SPXW260212C06915000,2026-01-30 18:35:40+00:00,6915.0,74.5,91.4,92.0,-19.230003,-20.51638,2.0,21.0,0.1466989017486572,True,REGULAR,USD,call,2026-02-12
SPXW260212C06920000,2026-01-30 20:47:30+00:00,6920.0,89.5,87.7,88.4,-6.449997,-6.722248,11.0,35.0,0.14500137844085692,True,REGULAR,USD,call,2026-02-12
SPXW260212C06925000,2026-01-30 16:43:21+00:00,6925.0,84.8,84.4,84.9,-17.529999,-17.13085,9.0,55.0,0.1434106655883789,True,REGULAR,USD,call,2026-02-12
SPXW260212C06930000,2026-01-30 20:16:04+00:00,6930.0,73.13,80.8,81.4,-12.370003,-14.467839,16.0,62.0,0.14172840091705324,True,REGULAR,USD,call,2026-02-12
SPXW260212C06935000,2026-01-30 20:39:38+00:00,6935.0,73.73,78.1,78.8,-7.4699936,-9.1995,14.0,94.0,0.1416177758026123,True,REGULAR,USD,call,2026-02-12
SPXW260212C06940000,2026-01-30 20:29:19+00:00,6940.0,68.19,74.6,75.2,-10.809998,-13.683541,36.0,39.0,0.13956739652633668,False,REGULAR,USD,call,2026-02-12
SPXW260212C06945000,2026-01-30 20:43:39+00:00,6945.0,67.43,72.2,72.8,-10.75,-13.7503195,15.0,13.0,0.13963415306091312,False,REGULAR,USD,call,2026-02-12
SPXW260212C06950000,2026-01-30 20:47:27+00:00,6950.0,69.84,68.4,69.0,-17.160004,-19.724142,52.0,851.0,0.13702111156463626,False,REGULAR,USD,call,2026-02-12
SPXW260212C06955000,2026-01-30 18:54:53+00:00,6955.0,63.29,66.0,66.8,-29.659996,-31.909624,11.0,7.0,0.13726143508911137,False,REGULAR,USD,call,2026-02-12
SPXW260212C06960000,2026-01-30 15:26:09+00:00,6960.0,66.45,63.1,63.8,-7.850006,-10.565284,1.0,133.0,0.13591867507934574,False,REGULAR,USD,call,2026-02-12
SPXW260212C06965000,2026-01-30 20:43:39+00:00,6965.0,55.98,59.8,60.6,-11.299999,-16.79548,3.0,18.0,0.1341028973388672,False,REGULAR,USD,call,2026-02-12
SPXW260212C06970000,2026-01-30 16:12:15+00:00,6970.0,56.7,56.5,57.2,-6.0999985,-9.713374,36.0,77.0,0.13179502857208253,False,REGULAR,USD,call,2026-02-12
SPXW260212C06975000,2026-01-30 14:31:17+00:00,6975.0,59.23,54.8,55.4,-6.2299995,-9.5172615,5.0,163.0,0.13236722743988039,False,REGULAR,USD,call,2026-02-12
SPXW260212C06980000,2026-01-30 20:47:27+00:00,6980.0,52.57,51.8,52.4,-14.110001,-21.160769,7.0,298.0,0.1305781523132324,False,REGULAR,USD,call,2026-02-12
SPXW260212C06985000,2026-01-30 14:55:24+00:00,6985.0,52.75,49.2,49.8,-9.450001,-15.192926,1.0,67.0,0.12942612525939942,False,REGULAR,USD,call,2026-02-12
SPXW260212C06990000,2026-01-30 19:53:08+00:00,6990.0,46.64,46.7,47.4,-14.060001,-23.1631,5.0,93.0,0.12853349502563477,False,REGULAR,USD,call,2026-02-12
SPXW260212C06995000,2026-01-30 19:48:53+00:00,6995.0,41.59,43.9,44.4,4.970001,13.571822,11.0,17.0,0.12636295398712155,False,REGULAR,USD,call,2026-02-12
SPXW260212C07000000,2026-01-30 19:30:03+00:00,7000.0,41.4,41.7,42.4,-11.599998,-21.88679,83.0,257.0,0.12599674671173094,False,REGULAR,USD,call,2026-02-12
SPXW260212C07005000,2026-01-30 19:15:47+00:00,7005.0,40.83,38.9,39.4,3.040001,8.044458,3.0,31.0,0.12354010623931885,False,REGULAR,USD,call,2026-02-12
SPXW260212C07010000,2026-01-30 20:47:27+00:00,7010.0,37.67,36.6,37.2,-9.780003,-20.611174,25.0,36.0,0.12251777759552003,False,REGULAR,USD,call,2026-02-12
SPXW260212C07015000,2026-01-30 18:54:53+00:00,7015.0,33.16,34.7,35.2,-13.240002,-28.534485,3.0,26.0,0.12176247509002687,False,REGULAR,USD,call,2026-02-12
SPXW260212C07020000,2026-01-30 18:45:28+00:00,7020.0,27.23,32.2,32.6,-16.670002,-37.972668,14.0,53.0,0.11963770996093749,False,REGULAR,USD,call,2026-02-12
SPXW260212C07025000,2026-01-30 14:52:26+00:00,7025.0,36.26,30.7,31.2,-4.640003,-11.34475,8.0,41.0,0.11985896018981931,False,REGULAR,USD,call,2026-02-12
SPXW260212C07030000,2026-01-29 20:22:47+00:00,7030.0,30.88,28.6,29.2,0.0,0.0,20.0,63.0,0.11868785984039305,False,REGULAR,USD,call,2026-02-12
SPXW260212C07035000,2026-01-29 20:58:17+00:00,7035.0,37.64,26.8,27.4,0.0,0.0,,5.0,0.11779904426574705,False,REGULAR,USD,call,2026-02-12
SPXW260212C07040000,2026-01-30 18:45:28+00:00,7040.0,20.54,24.7,25.1,-7.1799984,-25.90187,6.0,72.0,0.11563994720458985,False,REGULAR,USD,call,2026-02-12
SPXW260212C07045000,2026-01-30 20:29:19+00:00,7045.0,20.16,23.0,23.3,-0.72999954,-3.4944928,3.0,8.0,0.11441544162750246,False,REGULAR,USD,call,2026-02-12
SPXW260212C07050000,2026-01-30 20:30:35+00:00,7050.0,19.0,21.5,21.9,-3.3500004,-14.988815,37.0,576.0,0.11395386787414552,False,REGULAR,USD,call,2026-02-12
SPXW260212C07055000,2026-01-30 19:59:52+00:00,7055.0,17.9,19.9,20.3,-6.620001,-26.998371,23.0,,0.11287050468444823,False,REGULAR,USD,call,2026-02-12
SPXW260212C07060000,2026-01-30 20:47:27+00:00,7060.0,18.75,18.5,19.0,-1.25,-6.25,41.0,55.0,0.11235934036254883,False,REGULAR,USD,call,2026-02-12
SPXW260212C07065000,2026-01-30 16:29:31+00:00,7065.0,16.0,17.1,17.5,-4.3999996,-21.568626,16.0,,0.11118442535400389,False,REGULAR,USD,call,2026-02-12
SPXW260212C07070000,2026-01-30 20:03:51+00:00,7070.0,14.23,15.6,16.0,-4.720001,-24.907658,1304.0,479.0,0.10981496273040771,False,REGULAR,USD,call,2026-02-12
SPXW260212C07075000,2026-01-30 20:56:54+00:00,7075.0,14.67,14.4,14.8,-7.33,-33.31818,74.0,320.0,0.1090558455657959,False,REGULAR,USD,call,2026-02-12
SPXW260212C07080000,2026-01-30 19:53:08+00:00,7080.0,13.43,13.1,13.4,-5.5200005,-29.12929,1291.0,421.0,0.10755286987304688,False,REGULAR,USD,call,2026-02-12
SPXW260212C07085000,2026-01-30 19:23:32+00:00,7085.0,12.9,11.8,12.1,-3.1499996,-19.626167,12.0,,0.10610329940795898,False,REGULAR,USD,call,2026-02-12
SPXW260212C07090000,2026-01-30 20:33:56+00:00,7090.0,9.83,10.9,11.3,-7.34,-42.74898,21.0,260.0,0.1059736009979248,False,REGULAR,USD,call,2026-02-12
SPXW260212C07095000,2026-01-30 16:01:15+00:00,7095.0,10.15,10.0,10.3,-1.4500008,-12.500006,25.0,,0.10505426815032959,False,REGULAR,USD,call,2026-02-12
SPXW260212C07100000,2026-01-30 20:56:54+00:00,7100.0,9.31,8.9,9.2,-4.3199997,-31.694788,30.0,387.0,0.10358562438964843,False,REGULAR,USD,call,2026-02-12
SPXW260212C07110000,2026-01-30 19:53:15+00:00,7110.0,6.09,7.3,7.7,-6.6499996,-52.1978,24.0,56.0,0.10244885597229003,False,REGULAR,USD,call,2026-02-12
SPXW260212C07120000,2026-01-30 20:49:52+00:00,7120.0,6.87,5.8,6.1,-0.23000002,-3.2394369,53.0,54.0,0.1000913966369629,False,REGULAR,USD,call,2026-02-12
SPXW260212C07125000,2026-01-30 20:03:45+00:00,7125.0,4.99,5.2,5.6,-4.6000004,-47.966633,26.0,243.0,0.09987014640808106,False,REGULAR,USD,call,2026-02-12
SPXW260212C07130000,2026-01-30 20:49:52+00:00,7130.0,5.57,4.7,5.0,-0.37999964,-6.3865485,20.0,83.0,0.09900040412902833,False,REGULAR,USD,call,2026-02-12
SPXW260212C07140000,2026-01-30 16:33:13+00:00,7140.0,4.15,3.7,4.0,-2.56,-38.15201,3.0,15.0,0.09758898025512697,False,REGULAR,USD,call,2026-02-12
SPXW260212C07150000,2026-01-30 20:33:42+00:00,7150.0,2.69,3.0,3.2,-2.8600001,-51.53153,23.0,814.0,0.09644458251953125,False,REGULAR,USD,call,2026-02-12
SPXW260212C07175000,2026-01-30 15:22:34+00:00,7175.0,2.78,1.6,1.75,-0.72,-20.571428,6.0,410.0,0.09371328659057618,False,REGULAR,USD,call,2026-02-12
SPXW260212C07200000,2026-01-30 15:35:50+00:00,7200.0,1.45,0.85,1.0,-0.6199999,-29.951687,347.0,606.0,0.09275199249267577,False,REGULAR,USD,call,2026-02-12
SPXW260212C07225000,2026-01-30 16:37:40+00:00,7225.0,0.8,0.4,0.6,-0.42000002,-34.426228,6.0,224.0,0.09299613067626952,False,REGULAR,USD,call,2026-02-12
SPXW260212C07250000,2026-01-30 20:09:37+00:00,7250.0,0.35,0.25,0.4,-0.4,-53.333332,50.0,138.0,0.09473561523437501,False,REGULAR,USD,call,2026-02-12
SPXW260212C07275000,2026-01-30 16:18:21+00:00,7275.0,0.4,0.1,0.3,0.0,0.0,48.0,116.0,0.09778734252929688,False,REGULAR,USD,call,2026-02-12
SPXW260212C07300000,2026-01-29 16:09:10+00:00,7300.0,0.44,0.1,0.25,0.0,0.0,3.0,43.0,0.10187665710449219,False,REGULAR,USD,call,2026-02-12
SPXW260212C07325000,2026-01-29 16:09:10+00:00,7325.0,0.34,0.05,0.2,0.0,0.0,3.0,291.0,0.10535562622070313,False,REGULAR,USD,call,2026-02-12
SPXW260212C07350000,2026-01-28 17:45:54+00:00,7350.0,0.65,0.05,0.2,0.0,0.0,10.0,32.0,0.11121494262695311,False,REGULAR,USD,call,2026-02-12
SPXW260212C07375000,2026-01-23 14:46:29+00:00,7375.0,0.35,0.05,0.2,0.0,0.0,1.0,33.0,0.11707425903320312,False,REGULAR,USD,call,2026-02-12
SPXW260212C07400000,2026-01-28 19:34:49+00:00,7400.0,0.4,0.05,0.2,0.0,0.0,206.0,214.0,0.12293357543945313,False,REGULAR,USD,call,2026-02-12
SPXW260212C07425000,2026-01-29 21:05:08+00:00,7425.0,0.17,0.05,0.15,0.0,0.0,1.0,3.0,0.12500875,False,REGULAR,USD,call,2026-02-12
SPXW260212C07450000,2026-01-13 20:33:45+00:00,7450.0,0.92,0.0,0.15,0.0,0.0,3.0,3.0,0.13050185913085935,False,REGULAR,USD,call,2026-02-12
SPXW260212C07500000,2026-01-28 17:18:59+00:00,7500.0,0.25,0.0,0.15,0.0,0.0,20.0,19.0,0.141610146484375,False,REGULAR,USD,call,2026-02-12
SPXW260212C07600000,2026-01-22 17:00:05+00:00,7600.0,0.17,0.0,0.15,0.0,0.0,1.0,11.0,0.16309430664062502,False,REGULAR,USD,call,2026-02-12
SPXW260212C07800000,2026-01-15 18:13:25+00:00,7800.0,0.3,0.0,0.1,0.0,0.0,1.0,2.0,0.19751779052734375,False,REGULAR,USD,call,2026-02-12
SPXW260212C08000000,2026-01-29 15:16:32+00:00,8000.0,0.05,0.0,0.1,0.0,0.0,1.0,12.0,0.23609162353515623,False,REGULAR,USD,call,2026-02-12
SPXW260212C08200000,2026-01-15 16:55:19+00:00,8200.0,0.1,0.0,0.1,0.0,0.0,,1.0,0.2732006274414062,False,REGULAR,USD,call,2026-02-12
SPXW260212C08600000,2026-01-12 15:05:28+00:00,8600.0,0.1,0.0,0.1,0.0,0.0,,1.0,0.3437565625,False,REGULAR,USD,call,2026-02-12
SPXW260212P02800000,2026-01-20 20:03:17+00:00,2800.0,0.15,0.0,0.1,0.0,0.0,,20.0,1.3007847460937496,False,REGULAR,USD,put,2026-02-12
SPXW260212P03000000,2026-01-07 20:43:01+00:00,3000.0,0.1,0.0,0.1,0.0,0.0,,30.0,1.203128984375,False,REGULAR,USD,put,2026-02-12
SPXW260212P03200000,2026-01-21 17:21:27+00:00,3200.0,0.1,0.0,0.1,0.0,0.0,20.0,40.0,1.115238798828125,False,REGULAR,USD,put,2026-02-12
SPXW260212P03400000,2026-01-12 14:50:26+00:00,3400.0,0.2,0.0,0.05,0.0,0.0,,11.0,0.98437515625,False,REGULAR,USD,put,2026-02-12
SPXW260212P03600000,2026-01-26 16:06:13+00:00,3600.0,0.05,0.0,0.1,0.0,0.0,1.0,2.0,0.9511723632812499,False,REGULAR,USD,put,2026-02-12
SPXW260212P03800000,2026-01-23 18:06:08+00:00,3800.0,0.08,0.0,0.1,0.0,0.0,50.0,64.0,0.87695435546875,False,REGULAR,USD,put,2026-02-12
SPXW260212P04000000,2026-01-29 07:12:25+00:00,4000.0,0.05,0.0,0.1,0.0,0.0,5.0,23.0,0.804689453125,False,REGULAR,USD,put,2026-02-12
SPXW260212P04200000,2026-01-16 19:34:21+00:00,4200.0,0.45,0.0,0.15,0.0,0.0,,216.0,0.7587914746093751,False,REGULAR,USD,put,2026-02-12
SPXW260212P04400000,2026-01-29 15:38:14+00:00,4400.0,0.2,0.0,0.1,0.0,0.0,2.0,10.0,0.6718782812500002,False,REGULAR,USD,put,2026-02-12
SPXW260212P04600000,2026-01-30 16:14:56+00:00,4600.0,0.1,0.0,0.15,-0.15,-60.000004,2.0,39.0,0.6279334082031252,False,REGULAR,USD,put,2026-02-12
SPXW260212P04800000,2026-01-30 18:20:24+00:00,4800.0,0.2,0.05,0.25,-0.10000001,-33.333336,6.0,288.0,0.5976602734375001,False,REGULAR,USD,put,2026-02-12
SPXW260212P05000000,2026-01-30 17:41:14+00:00,5000.0,0.2,0.15,0.3,-0.2,-50.0,4.0,432.0,0.5537154003906251,False,REGULAR,USD,put,2026-02-12
SPXW260212P05200000,2026-01-30 16:50:17+00:00,5200.0,0.35,0.25,0.4,-0.25000003,-41.66667,2.0,281.0,0.5083056982421875,False,REGULAR,USD,put,2026-02-12
SPXW260212P05400000,2026-01-30 15:24:12+00:00,5400.0,0.45,0.4,0.5,-0.25,-35.714287,1.0,141.0,0.46545944702148445,False,REGULAR,USD,put,2026-02-12
SPXW260212P05500000,2026-01-30 15:34:04+00:00,5500.0,0.6,0.5,0.6,-0.099999964,-14.285709,89.0,217.0,0.442388388671875,False,REGULAR,USD,put,2026-02-12
SPXW260212P05600000,2026-01-30 17:27:09+00:00,5600.0,0.75,0.6,0.8,0.050000012,7.1428585,60.0,315.0,0.42383388671875,False,REGULAR,USD,put,2026-02-12
SPXW260212P05700000,2026-01-30 15:46:16+00:00,5700.0,0.75,0.7,0.95,-0.050000012,-6.250001,12.0,616.0,0.39978627563476565,False,REGULAR,USD,put,2026-02-12
SPXW260212P05800000,2026-01-30 20:11:36+00:00,5800.0,1.25,0.85,1.05,0.3,31.578949,1.0,451.0,0.3722596954345704,False,REGULAR,USD,put,2026-02-12
SPXW260212P05850000,2026-01-29 15:25:42+00:00,5850.0,1.75,1.0,1.15,0.0,0.0,31.0,31.0,0.36023588989257804,False,REGULAR,USD,put,2026-02-12
SPXW260212P05875000,2026-01-21 20:59:44+00:00,5875.0,4.0,1.05,1.2,0.0,0.0,,20.0,0.3540103662109374,False,REGULAR,USD,put,2026-02-12
SPXW260212P05900000,2026-01-29 20:44:33+00:00,5900.0,1.28,1.05,1.2,0.0,0.0,184.0,409.0,0.3459538061523437,False,REGULAR,USD,put,2026-02-12
SPXW260212P05925000,2026-01-28 20:07:24+00:00,5925.0,1.28,1.15,1.4,0.0,0.0,252.0,304.0,0.34448897705078124,False,REGULAR,USD,put,2026-02-12
SPXW260212P05950000,2026-01-29 20:52:34+00:00,5950.0,1.35,1.2,1.4,0.0,0.0,,315.0,0.33637138244628906,False,REGULAR,USD,put,2026-02-12
SPXW260212P05975000,2026-01-21 20:27:04+00:00,5975.0,5.0,1.25,1.4,0.0,0.0,1.0,3.0,0.3282537878417968,False,REGULAR,USD,put,2026-02-12
SPXW260212P06000000,2026-01-30 18:52:24+00:00,6000.0,1.65,1.35,1.5,-0.35000002,-17.500002,34.0,271.0,0.32300481689453114,False,REGULAR,USD,put,2026-02-12
SPXW260212P06025000,2026-01-29 20:52:34+00:00,6025.0,1.6,1.45,1.65,0.0,0.0,314.0,395.0,0.3188239505004882,False,REGULAR,USD,put,2026-02-12
SPXW260212P06050000,2026-01-29 21:08:10+00:00,6050.0,1.63,1.5,1.7,0.0,0.0,250.0,276.0,0.3118354949951171,False,REGULAR,USD,put,2026-02-12
SPXW260212P06075000,2026-01-27 20:21:07+00:00,6075.0,2.1,1.65,1.85,0.0,0.0,1.0,2.0,0.30713583496093744,False,REGULAR,USD,put,2026-02-12
SPXW260212P06100000,2026-01-29 20:52:12+00:00,6100.0,1.9,1.8,1.95,0.0,0.0,317.0,333.0,0.30103238037109376,False,REGULAR,USD,put,2026-02-12
SPXW260212P06125000,2026-01-29 20:23:06+00:00,6125.0,2.25,1.85,2.0,0.0,0.0,81.0,83.0,0.2937692694091796,False,REGULAR,USD,put,2026-02-12
SPXW260212P06150000,2026-01-27 19:59:45+00:00,6150.0,2.5,1.95,2.15,0.0,0.0,2.0,5.0,0.2883677120971678,False,REGULAR,USD,put,2026-02-12
SPXW260212P06175000,2026-01-29 20:51:48+00:00,6175.0,2.27,2.2,2.35,0.0,0.0,170.0,205.0,0.28363753479003895,False,REGULAR,USD,put,2026-02-12
SPXW260212P06200000,2026-01-30 17:09:07+00:00,6200.0,3.3,2.3,2.5,0.75,29.411766,16.0,67.0,0.27768666656494134,False,REGULAR,USD,put,2026-02-12
SPXW260212P06225000,2026-01-29 20:52:34+00:00,6225.0,2.61,2.5,2.7,0.0,0.0,314.0,353.0,0.2723156265258788,False,REGULAR,USD,put,2026-02-12
SPXW260212P06250000,2026-01-29 20:58:25+00:00,6250.0,2.7,2.75,2.9,0.0,0.0,191.0,272.0,0.2666699310302735,False,REGULAR,USD,put,2026-02-12
SPXW260212P06275000,2026-01-29 20:43:08+00:00,6275.0,3.21,2.95,3.2,0.0,0.0,1.0,53.0,0.2620923400878906,False,REGULAR,USD,put,2026-02-12
SPXW260212P06300000,2026-01-30 20:39:21+00:00,6300.0,3.7,3.1,3.3,0.4000001,12.121215,40.0,228.0,0.2545698323059083,False,REGULAR,USD,put,2026-02-12
SPXW260212P06325000,2026-01-30 19:29:01+00:00,6325.0,3.59,3.5,3.7,-0.00999999,-0.27777752,12.0,326.0,0.25049577636718745,False,REGULAR,USD,put,2026-02-12
SPXW260212P06350000,2026-01-30 20:38:06+00:00,6350.0,4.4,3.8,4.0,-0.7999997,-15.38461,22.0,106.0,0.24481956359863283,False,REGULAR,USD,put,2026-02-12
SPXW260212P06375000,2026-01-30 19:29:01+00:00,6375.0,4.2,4.1,4.4,0.009999752,0.23865756,12.0,570.0,0.2397994721984863,False,REGULAR,USD,put,2026-02-12
SPXW260212P06400000,2026-01-30 20:37:36+00:00,6400.0,5.1,4.6,4.9,0.8800001,20.853085,1.0,1046.0,0.2352371398925781,False,REGULAR,USD,put,2026-02-12
SPXW260212P06425000,2026-01-29 20:54:07+00:00,6425.0,5.05,5.1,5.4,0.0,0.0,500.0,502.0,0.23014075531005856,False,REGULAR,USD,put,2026-02-12
SPXW260212P06450000,2026-01-30 20:37:38+00:00,6450.0,6.3,5.6,5.9,0.77,13.92405,312.0,609.0,0.2245560943603515,False,REGULAR,USD,put,2026-02-12
SPXW260212P06475000,2026-01-29 19:57:42+00:00,6475.0,7.0,6.2,6.5,0.0,0.0,22.0,63.0,0.21923083023071288,False,REGULAR,USD,put,2026-02-12
SPXW260212P06500000,2026-01-30 20:38:26+00:00,6500.0,8.2,7.0,7.2,1.3499999,19.708027,14.0,798.0,0.2140581524658203,False,REGULAR,USD,put,2026-02-12
SPXW260212P06525000,2026-01-30 20:33:08+00:00,6525.0,9.3,8.0,8.3,1.77,23.505976,18.0,300.0,0.21067073516845702,False,REGULAR,USD,put,2026-02-12
SPXW260212P06530000,2026-01-30 20:31:56+00:00,6530.0,9.5,8.1,8.4,1.96,25.994696,8.0,3.0,0.20919827674865718,False,REGULAR,USD,put,2026-02-12
SPXW260212P06540000,2026-01-30 20:33:42+00:00,6540.0,9.81,8.4,8.7,1.9400005,24.65058,11.0,278.0,0.20676452423095698,False,REGULAR,USD,put,2026-02-12
SPXW260212P06550000,2026-01-30 20:33:42+00:00,6550.0,10.24,8.8,9.1,1.9699993,23.821032,10.0,177.0,0.20479616012573237,False,REGULAR,USD,put,2026-02-12
SPXW260212P06560000,2026-01-29 14:56:10+00:00,6560.0,11.57,9.2,9.5,0.0,0.0,1.0,3.0,0.20270572692871092,False,REGULAR,USD,put,2026-02-12
SPXW260212P06570000,2026-01-30 20:16:31+00:00,6570.0,12.7,9.9,10.2,-1.5700006,-11.002107,11.0,12.0,0.20199620033264157,False,REGULAR,USD,put,2026-02-12
SPXW260212P06575000,2026-01-30 20:03:45+00:00,6575.0,11.53,10.0,10.3,2.5199995,27.968918,4.0,93.0,0.2003558969116211,False,REGULAR,USD,put,2026-02-12
SPXW260212P06580000,2026-01-29 20:51:48+00:00,6580.0,9.73,10.2,10.4,0.0,0.0,191.0,211.0,0.19869270553588864,False,REGULAR,USD,put,2026-02-12
SPXW260212P06590000,2026-01-30 19:06:39+00:00,6590.0,10.4,10.8,11.1,-10.15,-49.391727,3.0,37.0,0.19767037689208983,False,REGULAR,USD,put,2026-02-12
SPXW260212P06600000,2026-01-30 17:59:01+00:00,6600.0,14.3,11.3,11.6,4.09,40.058765,9.0,237.0,0.19556468505859376,False,REGULAR,USD,put,2026-02-12
SPXW260212P06610000,2026-01-30 15:09:26+00:00,6610.0,11.36,12.0,12.2,-10.000001,-46.816483,39.0,7.0,0.19376416595458984,False,REGULAR,USD,put,2026-02-12
SPXW260212P06620000,2026-01-30 17:58:53+00:00,6620.0,15.42,12.9,13.2,4.3199997,38.918915,1.0,64.0,0.193466622543335,False,REGULAR,USD,put,2026-02-12
SPXW260212P06625000,2026-01-30 16:37:40+00:00,6625.0,13.02,13.2,13.5,-3.33,-20.366972,20.0,122.0,0.1924214059448242,False,REGULAR,USD,put,2026-02-12
SPXW260212P06630000,2026-01-30 15:09:26+00:00,6630.0,12.52,13.2,13.5,-1.6799994,-11.830982,36.0,86.0,0.19014023979187014,False,REGULAR,USD,put,2026-02-12
SPXW260212P06640000,2026-01-30 20:28:12+00:00,6640.0,18.0,13.8,14.1,5.26,41.287285,3.0,14.0,0.18792010818481442,False,REGULAR,USD,put,2026-02-12
SPXW260212P06650000,2026-01-30 17:52:46+00:00,6650.0,17.2,14.8,15.1,3.8200006,28.55008,7.0,419.0,0.18705799522399905,False,REGULAR,USD,put,2026-02-12
SPXW260212P06660000,2026-01-30 17:59:01+00:00,6660.0,19.28,15.9,16.2,-0.069999695,-0.36175552,32.0,25.0,0.18631795135498047,False,REGULAR,USD,put,2026-02-12
